permno,ticker,cik,business_name
16582,KRP,1657788,"Kimbell Royalty Partners, Lp"
16585,SACH,1682220,Sachem Capital Corp.
16590,IFMK,1681941,Ifresh Inc
16591,LAUR,912766,Sylvan Learning Systems Inc
16592,METC,1687187,"Ramaco Resources, Inc."
16593,NBEV,1579823,New Age Beverages Corp
16594,SGLB,788611,"Sigma Labs, Inc."
16611,JILL,910721,J Jill Group Inc
16612,TPYP,1511699,Managed Portfolio Series
16613,MTNB,1582554,"Matinas Biopharma Holdings, Inc."
16622,TKAT,1491487,"Takung Art Co., Ltd."
16624,ARD,1689662,Ardagh Finance Holdings S.A.
16625,AKTS,1584754,"Akoustis Technologies, Inc."
16629,DGLT,1487906,"Digiliti Money Group, Inc."
16630,IMXI,1683695,"International Money Express, Inc."
16631,VRRM,1682745,Verra Mobility Corp
16633,ICCH,1681903,"Icc Holdings, Inc."
16638,NODK,1681206,"Ni Holdings, Inc."
16639,NTRP,1513856,"Blueflash Communications, Inc."
16640,OMNT,1097792,"Ominto, Inc."
16644,GRAN,810689,Bank Of Granite Corp
16646,TRPX,1611746,Therapix Biosciences Ltd.
16647,VLRX,1619250,Valeritas Holdings Inc.
16656,XRF,1346610,China Rapid Finance Ltd
16659,ELVT,1651094,"Elevate Credit, Inc."
82248,DIGA,924642,Digital Angel Corp
16665,HESM,1619739,Hess Midstream Partners Lp
16668,ZYME,1403752,Multiple Result Found
16669,NETS,1562767,Netshoes (Cayman) Ltd.
16670,CATS,1136174,"Catasys, Inc."
16672,FNBG,1163199,Fnb Bancorp/Ca/
16673,ALTM,1692787,Altus Midstream Co
90806,DISCB,1437107,"Discovery, Inc."
16676,PCSB,1691337,Pcsb Financial Corp
16680,SSNT,1236275,"Silversun Technologies, Inc."
16681,TOCA,1419041,Tocagen Inc
16683,VEAC,1698209,Vantage Energy Acquisition Corp.
16684,VRNA,1657312,Verona Pharma Plc
16685,VSDA,1547580,Victory Portfolios Ii
16690,GDP,943861,Goodrich Petroleum Corp
16698,APPN,1441683,Appian Corp
16700,ASV,1690881,"Asv Holdings, Inc."
16703,FMAO,792966,Multiple Result Found
16704,CVON,1697152,"Convergeone Holdings, Inc."
16709,OVID,1636651,Ovid Therapeutics Inc.
16712,VERI,1615165,"Veritone, Inc."
16737,SMHI,1690334,Seacor Marine Holdings Inc.
16739,BEDU,1696355,Bright Scholar Education Holdings Ltd
16746,FPH,1574197,"Newhall Holding Company, Llc"
16749,NXE,1698535,Nexgen Energy Ltd.
16750,SOI,1697500,"Solaris Oilfield Infrastructure, Inc."
16755,APRN,1701114,"Blue Apron Holdings, Inc."
16756,BY,1702750,"Byline Bancorp, Inc."
16765,MYO,1369290,Myomo Inc
16768,PLYM,1515816,Plymouth Industrial Reit Inc.
16770,SAFE,1688852,"Safety Income & Growth Reit, Inc."
16776,ALRN,1420565,Aileron Therapeutics Inc
16778,ATXI,1644963,"Avenue Therapeutics, Inc."
16779,BOMN,1494582,Boston Omaha Corp
16781,CKPT,1651407,"Checkpoint Therapeutics, Inc."
16783,DOVA,1685071,Dova Pharmaceuticals Inc.
16784,ESQ,1531031,"Esquire Financial Holdings, Inc."
16786,FRSX,1701229,Foresight Autonomous Holdings Ltd./Adr
16787,IMRN,1691787,Immuron Limited/Adr
16788,KBLM,1690080,Kbl Merger Corp. Iv
16789,MMDM,1695098,Multiple Result Found
16792,MRSN,1442836,Mersana Therapeutics Inc
16793,NDRA,1681682,Endra Life Sciences Inc.
16795,PIXY,1675634,"Shiftpixy, Inc."
16802,SGBX,1023994,Pc411 Inc
16805,SSTI,1351636,Multiple Result Found
16806,TNTR,1554875,"Tintri, Inc."
16807,VSMV,1547580,Victory Portfolios Ii
16815,BCAC,1697805,Bison Capital Acquisition Corp
16818,CLXT,1705843,"Calyxt, Inc."
16819,CODA,1334325,"Coda Octopus Group, Inc."
16820,CODX,1692415,"Co-Diagnostics, Inc."
16821,EFBI,1699018,"Eagle Financial Bancorp, Inc."
16824,KALA,1479419,"Kala Pharmaceuticals, Inc."
16825,MYND,822370,"Mynd Analytics, Inc."
16826,NEWA,1678022,"Newater Technology, Inc."
16827,PETQ,1668673,"Petiq, Inc."
16828,RBB,1499422,Rbb Bancorp
16830,SNNA,1656328,"Sienna Biopharmaceuticals, Inc."
16834,TYME,1537917,"Tyme Technologies, Inc."
16836,AUG,1514597,Auryn Resources Inc.
16837,BBX,315858,Bfc Financial Corp
16841,EFL,918708,Emerging Markets Floating Rate Fund Inc
16844,SMTS,1705259,Sierra Metals Inc.
16849,CMCL,766011,Caledonia Mining Corp Plc
16852,CBMX,1383183,Multiple Result Found
17876,DOMO,1505952,"Domo, Inc."
16856,ASPU,1487198,"Hidden Ladder, Inc."
16857,CTXR,1506251,"Citius Pharmaceuticals, Inc."
16864,NRCG,1703038,Nrc Group Holdings Corp.
16866,RNGR,1699039,"Ranger Energy Services, Inc."
16874,TPGH,1698991,Tpg Pace Holdings Corp.
16879,CMTA,1647320,Clementia Pharmaceuticals Inc.
16880,CNAC,1651944,Constellation Alpha Capital Corp.
16883,CSSE,1679063,"Chicken Soup For The Soul Entertainment, Inc."
16887,EAST,1534708,"Eastside Distilling, Inc."
16894,IMTE,1668438,Integrated Media Technology Ltd
15783,ECAC,1625042,E-Compass Acquisition Corp.
16903,MBIO,1680048,"Mustang Bio, Inc."
16904,OPNT,1385508,"Opiant Pharmaceuticals, Inc."
16905,FLMN,1703785,Falcon Minerals Corp
16911,WRLS,1704760,Pensare Acquisition Corp
16913,YOGA,1703497,"Yogaworks, Inc."
16914,ZEAL,1674988,Zealand Pharma A/S
16915,CTEK,1011432,"Cynergistek, Inc"
16920,HBB,1709164,Hamilton Beach Brands Holding Co
16922,HFFG,1680873,Hf Foods Group Inc.
16923,CELC,1603454,Celcuity Inc.
16925,FSAC,1701821,Federal Street Acquisition Corp.
16927,FUV,1558583,Arcimoto Inc
16928,KRYS,1711279,"Krystal Biotech, Inc."
16929,NCNA,1709626,Nucana Plc
16930,NITE,1711675,Nightstar Therapeutics Plc
16931,PETZ,1684425,"Tdh Holdings, Inc."
16933,SECO,1633441,Secoo Holding Ltd
16937,ZKIN,1687451,"Zk International Group Co., Ltd."
16938,ZLAB,1704292,Zai Lab Ltd
16940,BSTI,1709505,Best Inc.
16956,JEMD,1708261,Nuveen Emerging Markets Debt 2022 Target Term Fund
16957,OMP,1652133,Oasis Midstream Partners Lp
16962,RYB,1708441,"Ryb Education, Inc."
16964,IPOA,1706946,Social Capital Hedosophia Holdings Corp.
16966,SWCH,1710583,"Switch, Inc."
16973,ABLX,1617582,Ablynx Nv
16974,AYTU,1385818,"Aytu Bioscience, Inc"
16975,BRAC,1708341,Black Ridge Acquisition Corp.
16976,CATC,711772,Cambridge Bancorp
16979,CEY,1547580,Victory Portfolios Ii
16980,RBZ,1752108,Reebonz Holding Ltd
16981,FAT,1705012,"Fat Brands, Inc"
16982,FDBC,1098151,Fidelity D & D Bancorp Inc
16983,FFBW,1709017,"Ffbw, Inc."
16987,HAIR,1409269,Restoration Robotics Inc
16988,SMSH,1708410,Smaaash Entertainment Inc.
16989,KIDS,1425450,Orthopediatrics Corp
16990,LYL,1682241,Dragon Victory International Ltd
16991,MBIN,1629019,Multiple Result Found
16995,PDLB,1703489,Pdl Community Bancorp
16998,REDU,1712178,Rise Education Cayman Ltd
16999,RMBL,1596961,"Rumbleon, Inc."
17017,NES,1403853,Heckmann Corp
17023,SE,1718419,Sea Limited/Adr
17031,XFLT,1703079,Xai Octagon Floating Rate Income & Credit Alternat
17032,CIC,1709682,Capitol Investment Corp. Iv
17041,NAOV,1326706,"Nanovibronix, Inc."
17042,ALNA,1624658,"Allena Pharmaceuticals, Inc."
17043,FNKO,1704711,"Funko, Inc."
17044,SPRO,1701108,"Spero Therapeutics, Llc"
17045,ACMR,1680062,"Acm Research, Inc."
17046,AQ,1316016,Aquantia Corp
17058,FEDU,1709819,Four Seasons Education (Cayman) Inc.
17073,ESTE,10254,Earthstone Energy Inc
17079,GLF,1030749,Gulfmark Offshore Inc
17088,JT,1713923,Jianpu Technology Inc.
17090,LGC,1698113,Legacy Acquisition Corp.
17091,LEVB,1644903,"Level Brands, Inc."
17093,MCB,1476034,Metropolitan Bank Holding Corp.
17094,PPDF,1691445,Ppdai Group Inc.
17098,SOGO,1713947,Multiple Result Found
17100,LOV,1705338,Blitz 17655 Se
17103,ZOM,1684144,Zomedica Pharmaceuticals Corp.
17105,ASNS,1501697,"Arsanis, Inc."
17106,BAND,1514416,Bandwidth Inc.
17107,BOXL,1624512,Boxlight Corp
17108,CBTX,1473844,"Cbtx, Inc."
17109,CMSS,1713539,Cm Seven Star Acquisition Corp
17110,ERYP,1624422,Erytech Pharma
17113,HX,1702318,Hexindai Inc.
17114,HYAC,1707306,Haymaker Acquisition Corp.
17115,IFRX,1708688,Fireman B.V.
17116,LOOP,1504678,"Loop Industries, Inc."
17117,MRBK,1750735,Meridian Corp
17120,RETO,1687277,"Reto Eco-Solutions, Inc."
17121,SBT,1680379,"Sterling Bancorp, Inc."
17122,SCPH,1604950,Scpharmaceuticals Inc.
17127,ESTR,1716586,"Estre Ambiental, Inc."
17134,BRPA,1719406,Big Rock Partners Acquisition Corp.
17137,BSET,10329,Bassett Furniture Industries Inc
17139,CWBR,1522602,"Cohbar, Inc."
17140,DLPN,1282224,"Dolphin Entertainment, Inc."
17141,DOGZ,1707303,Dogness (International) Corp
17146,ICLK,1697818,Iclick Interactive Asia Group Ltd
17147,LACQ,1716947,Leisure Acquisition Corp.
17148,LBC,1475348,Luther Burbank Corp
17150,LX,1708259,Multiple Result Found
17151,MVBF,1277902,Mvb Financial Corp
17154,ODT,1717452,"Odonate Therapeutics, Llc"
17155,QTRX,1503274,Quanterix Corp
17156,STNL,1709768,Sentinel Energy Services Inc.
17157,TRMD,1655891,Torm Plc
17182,FTNW,1122063,"Fte Networks, Inc."
17200,LXFR,1096056,Luxfer Holdings Plc
17201,MOSC,1713952,Mosaic Acquisition Corp.
18194,EDTX,1746468,Edtechx Holdings Acquisition Corp.
17245,GIG,1719489,"Gigcapital, Inc."
17250,LAC,1440972,Multiple Result Found
17255,RWGE,1717961,Regalwood Global Energy Ltd.
17258,CLGN,1631487,Multiple Result Found
17262,CUE,1645460,"Imagen Biopharma, Inc."
17263,EYEN,1682639,"Eyenovia, Inc."
17266,MNLO,1566044,Menlo Therapeutics Inc.
17269,NMRD,1602078,Nemaura Medical Inc.
17270,NVMM,1697851,"Novume Solutions, Inc."
17272,TORC,1720580,"Restorbio, Inc."
17286,CEPU,1717161,Central Puerto S.A.
17877,ECOR,1560258,"Electrocore, Inc. "
17301,HMI,1720446,Huami Corp
17306,QES,1704235,Quintana Energy Services Inc.
17308,HUD,1714368,Hudson Ltd.
17309,OMAD,1712463,One Madison Corp
17311,BFRA,1729244,Multiple Result Found
17313,BLNK,1429764,Blink Charging Co.
17315,CDLX,1666071,"Cardlytics, Inc."
17317,EOLS,1570562,"Evolus, Inc."
17318,FAMI,1701261,"Farmmi, Inc."
17322,IPIC,1720201,Ipic Entertainment Inc.
17323,LIVX,1491419,"Livexlive Media, Inc."
17324,MKGI,1372183,"Monaker Group, Inc."
17325,MOTS,1686850,Eight-Ten Merger Corp.
17326,MTEC,1719893,Mtech Acquisition Corp
17327,OSS,1394056,One Stop Systems Inc
17330,SLGL,1684693,Sol-Gel Technologies Ltd.
17331,SSLJ,1709563,Sslj. Com Ltd
17332,VCTR,1570827,"Victory Capital Holdings, Inc."
17343,RDVT,1720116,"Red Violet, Inc."
17344,RFL,1713863,"Rafael Holdings, Inc."
17345,AIHS,1711012,Senmiao Technology Ltd
17346,BILI,1723690,Bilibili Inc.
17349,BTAI,1720893,"Bioxcel Therapeutics, Inc."
17351,COCP,1412486,"Cocrystal Pharma, Inc."
17354,DNJR,1710350,Golden Bull Ltd
17357,EAGL,1712189,Platinum Eagle Acquisition Corp.
17358,FIXX,1661998,"Homology Medicines, Inc."
17359,FNCB,1035976,"Fncb Bancorp, Inc."
17360,GNPX,1595248,"Genprex, Inc."
17361,GPAQ,1708176,Gordon Pointe Acquisition Corp.
17365,LAZY,1721741,"Lazydays Holdings, Inc."
17366,MUDS,1718405,Mudrick Capital Acquisition Corp
17367,NEBU,1720353,Nebula Acquisition Corp
17368,OPBK,1722010,Op Bancorp
17369,OPES,1723580,Opes Acquisition Corp.
17370,ORGS,1460602,Orgenesis Inc.
17372,UMRX,1622229,Unum Therapeutics Inc.
17373,VTSI,1085243,Gamecom Inc
17374,RCUS,1724521,"Arcus Biosciences, Inc."
17380,STG,1723935,Multiple Result Found
17381,LTN,1725206,Union Acquisition Corp.
17404,VXZB,312069,Barclays Plc
17405,VXXB,312069,Barclays Plc
14194,OGCP,1553079,"Empire State Realty Op, L.P."
14195,FISK,1553079,"Empire State Realty Op, L.P."
17919,EPRT,1728951,"Essential Properties Realty Trust, Inc."
17790,EVOP,1704596,"Evo Payments, Inc."
17444,BELFA,729580,Bel Fuse Inc /Nj
17523,SPA,92679,Sparton Corp
17528,TBLU,1511699,Managed Portfolio Series
91119,XAN,1332551,Multiple Result Found
17671,BNHN,935226,Benihana Inc
17677,BH,93859,Multiple Result Found
17678,AGMH,1705402,"Agm Group Holdings, Inc."
17680,BHTG,1590383,"Biohitech Global, Inc."
17684,DFBH,1725255,Dfb Healthcare Acquisitions Corp.
17688,GSHD,1726978,"Goosehead Insurance, Inc."
17690,HSDT,1610853,"Helius Medical Technologies, Inc."
17692,LEVL,1412707,Level One Bancorp Inc
17693,MOGO,1602842,Mogo Finance Technology Inc.
17694,MOR,1340243,Morphosys Ag
17695,SURF,1718108,"Surface Oncology, Inc."
17696,TIBR,1662253,Tiberius Acquisition Corp
17701,SMAR,1366561,Smartsheet Inc
17781,LHC,1725134,Leo Holdings Corp.
17791,SMTA,1722992,Spirit Mta Reit
17797,EDRY,1731388,Eurodry Ltd.
17800,BCML,1730984,Baycom Corp
17801,ROAD,1718227,"Construction Partners, Inc."
17803,JRSH,1696558,"Jerash Holdings (Us), Inc."
17808,ASLN,1722926,Aslan Pharmaceuticals Ltd
17809,CLPS,1724542,Clps Inc
17811,EVLO,1694665,"Evelo Biosciences, Inc."
17813,HJLI,1661053,"Hancock Jaffe Laboratories, Inc."
17816,ITRM,1659323,Iterum Therapeutics Plc
17817,KNSA,1730430,"Kiniksa Pharmaceuticals, Ltd."
17819,PACQ,1726293,Pure Acquisition Corp.
17820,PLL,75829,Multiple Result Found
17821,SRRK,1727196,Scholar Rock Holding Corp
17824,TMCX,1731536,Trinity Merger Corp.
17825,UBX,1463361,"Unity Biotechnology, Inc."
17826,EDNT,1717556,"Edison Nation, Inc."
17832,HUYA,1728190,Huya Inc.
17854,NAKD,1707919,Naked Brand Group Ltd
17860,RVI,1735184,Retail Value Inc.
17869,ARPO,1422142,"Aerpio Pharmaceuticals, Inc."
17870,AUTL,1730463,Autolus Therapeutics Plc
17875,CCNI,1140102,"Command Center, Inc."
17878,EIDX,1731831,"Eidos Therapeutics, Inc."
17879,ENTX,1638097,Entera Bio Ltd.
17880,EVER,1640428,"Everquote, Inc."
17883,FTSV,1667633,"Forty Seven, Inc."
17884,GRIN,1725293,Grindrod Shipping Holdings Ltd.
17886,HYRE,1713832,Hyrecar Inc.
17887,IIIV,1393052,Verticals Ondemand Inc
17889,KZR,1645666,"Kezar Life Sciences, Inc."
17892,MGTA,1690585,"Magenta Therapeutics, Inc."
17893,MGTX,1735438,Meiragtx Holdings Plc
17894,NTGN,1694187,"Neon Therapeutics, Inc."
17895,OPRX,1448431,Optimizerx Corp
17898,STIM,1227636,Neuronetics Inc
17899,TBIO,1693415,"Translate Bio, Inc."
17901,TDAC,1673481,Trident Acquisitions Corp.
17904,TMDI,840551,Titan Medical Inc
17905,UXIN,1729173,Uxin Ltd
17906,VRCA,1660334,Verrica Pharmaceuticals Inc.
17907,VTIQ,1731289,Vectoiq Acquisition Corp.
17908,XERS,1346302,Xeris Pharmaceuticals Inc
17913,AMBO,1494558,Ambow Education Holding Ltd.
17916,CHRA,1730346,"Charah Solutions, Inc."
17920,FPAC,1735858,Far Point Acquisition Corp
17939,NEW,1726189,Puxin Ltd
17949,BE,1664703,Bloom Energy Corp
17951,ADIL,1513525,"Adial Pharmaceuticals, L.L.C."
17955,AQST,1398733,"Aquestive Therapeutics, Inc."
17957,CCB,17109,Multiple Result Found
17958,CNST,1434418,Constellation Pharmaceuticals Inc
17959,CRNX,1658247,"Crinetics Pharmaceuticals, Inc."
17964,ESTA,1688757,Establishment Labs Holdings Inc.
17966,HCCH,1736874,Hl Acquisitions Corp.
17967,JG,1737339,Aurora Mobile Ltd
17968,LQDA,1330436,Liquidia Technologies Inc
17971,OPRA,1737450,Opera Ltd
17973,PRVB,1695357,"Provention Bio, Inc."
17974,REPL,1737953,"Replimune Group, Inc."
17975,RLM,1718903,Realm Therapeutics Plc
17976,TBRG,1720592,Thunder Bridge Acquisition Ltd
17978,TWLV,1726146,Twelve Seas Investment Co
17979,WISA,1682149,"Summit Wireless Technologies, Inc."
17980,CANG,1725123,Cango Inc.
17981,CHAP,1319048,Chaparral Steel Co
17984,DAVA,1656081,Endava Plc
17987,GSAH,1674101,Gs Acquisition Holdings Corp
18010,NFC,1737422,New Frontier Corp
18036,SILV,1659520,Silvercrest Metals Inc.
18042,ALGR,1720025,Allegro Merger Corp.
18044,ARDS,1614067,"Aridis Pharmaceuticals, Inc."
18046,CMLS,1058623,Cumulus Media Inc
18047,GLAC,1735041,Greenland Acquisition Corp.
18052,PCB,1423869,Pacific City Financial Corp
18053,RIVE,1590799,Multiple Result Found
18055,SIC,1723866,"Select Interior Concepts, Inc."
18056,SOLO,1637736,Electrameccanica Vehicles Corp.
18057,TOTA,1731176,Tottenham Acquisition I Ltd
18058,TPNL,1496443,"3Pea International, Inc."
18061,VCNX,1205922,Vaccinex Inc
18063,EB,1475115,"Eventbrite, Inc."
18071,CTK,720031,Comptek Research Inc/Ny
18074,UTRN,1035066,Multiple Result Found
18075,AP,6176,Ampco Pittsburgh Corp
18085,LAIX,1742056,Laix Inc.
18086,MFAC,62465,Market Facts Inc
18089,RMED,1716621,"Ra Medical Systems, Inc."
14310,FRBA,710507,Multiple Result Found
18098,AEYE,1362190,Audioeye Inc
17798,FCBP,1716697,Multiple Result Found
18100,ARVN,1655759,Arvinas Inc.
18102,BNGO,1411690,"Bionano Genomics, Inc"
18103,BSGM,1530766,"Biosig Technologies, Inc."
18106,BSVN,1746129,Bank7 Corp.
18107,CBMB,1742089,"Cbm Bancorp, Inc."
18108,CBNK,1355786,Multiple Result Found
18113,ETTX,1724344,Entasis Therapeutics Holdings Inc.
18114,FMCI,1741231,Forum Merger Ii Corp
18115,FVCB,1675644,"Fvcbankcorp, Inc."
18116,GRTS,1656634,"Gritstone Oncology, Inc."
17970,MYFW,1327607,Multiple Result Found
18125,PNRL,1720923,Paringa Resources Limited/Adr
18126,PRNB,1510487,Principia Biopharma Inc.
92486,FLNT,1460329,"Fluent, Inc."
18128,STRO,1382101,Sutro Biopharma Inc
18129,TKKS,1738758,Tkk Symphony Acquisition Corp
18130,UROV,1740547,Urovant Sciences Ltd.
18131,VIOT,1742770,"Viomi Technology Co., Ltd"
89018,GMR,1443799,General Maritime Corp / Mi
14249,GDEF,1583513,"Global Defense & National Security Systems, Inc."
18148,SPEX,12239,Spherix Inc
18202,GRSH,1720821,"Gores Holdings Iii, Inc."
18152,CCC,1744895,Churchill Capital Corp
18162,GRAF,1745317,Graf Industrial Corp.
18184,SPAQ,1720990,Spartan Energy Acquisition Corp.
18185,MSC,1713334,Studio City International Holdings Ltd
18191,BFC,1746109,Bank First National Corp
18192,CTAC,1050122,1 800 Contacts Inc
18193,DDMX,1748252,Dd3 Acquisition Corp.
18195,EQ,1746466,"Equillium, Inc."
18197,GMDA,1600847,Gamida Cell Ltd.
18203,KOD,1468748,Kodiak Sciences Inc.
18204,LOAC,1743858,Longevity Acquisition Corp
18205,LOGC,1664106,"Logicbio Therapeutics, Inc."
18206,NIU,1744781,Niu Technologies
90889,HRZ,1302707,"Horizon Lines, Inc."
18208,ORTX,1748907,Orchard Therapeutics Plc
18209,OSMT,1739426,Osmotica Pharmaceuticals Plc
18210,PHAS,1169245,Phasebio Pharmaceuticals Inc
18211,PT,1716338,Pintec Technology Holdings Ltd
18212,SIBN,1301299,Siberian Energy Group Inc.
18214,TWST,1581280,Twist Bioscience Corp
18215,TZAC,1742927,Tenzing Acquisition Corp.
18217,AGE,1708599,"Agex Therapeutics, Inc."
18222,BCSF,1655050,"Bain Capital Specialty Finance, Inc."
18223,CNF,1733868,Cnfinance Holdings Ltd.
18247,VAPO,1253176,Vapotherm Inc
18248,CCH,1739566,Collier Creek Holdings
18249,ALAC,1748621,Alberton Acquisition Corp
89956,HYTM,1136174,Multiple Result Found
18253,AVCO,1630212,Avalon Globocare Corp.
18255,CREX,1356093,"Creative Realities, Inc."
18257,ETON,1710340,"Eton Pharmaceuticals, Inc."
18259,MDRR,1654595,"Medalist Diversified Reit, Inc."
18261,TC,1756161,Tuanche Limited/Adr
18262,TLC,1722890,"Taiwan Liposome Company, Ltd."
18263,TLSA,1723069,Tiziana Life Sciences Plc
17888,IMV,1734768,Imv Inc.
18302,AMCI,1744494,Amci Acquisition Corp.
18303,APM,1734005,Aptorum Group Ltd
18305,DMAC,1401040,Diamedica Therapeutics Inc.
18306,DTSS,1631282,Datasea Inc.
18309,ENOB,1527728,Enochian Biosciences Inc
18310,FLF,1743886,"Federal Life Group, Inc."
18311,LEGH,1436208,Legacy Housing Corp
45955,IRSN,357108,Multiple Result Found
18320,TBLT,1668370,"Toughbuilt Industries, Inc"
18321,THOR,1609727,"Synthorx, Inc."
18322,WRTC,1702924,"Wrap Technologies, Inc."
18325,WTER,1532390,Alkaline Water Co Inc
18326,WEI,1734902,Weidai Ltd.
18438,SCX,93676,Starrett L S Co
18650,BOLT,354655,Bolt Technology Corp
19271,BRID,14177,Bridgford Foods Corp
20248,CPY,25354,Cpi Corp
20336,CSPI,356037,Csp Inc /Ma/
20504,CACH,350199,Cache Inc
21259,CSWC,17313,Capital Southwest Corp
21726,CASC,18061,Multiple Result Found
21785,CAW,721447,Cca Industries Inc
22323,ISR,1355127,Isoray Inc
22753,CHRS,19353,Charming Shoppes Inc
22921,CKP,215419,Checkpoint Systems Inc
23799,CIA,24090,Citizens Inc
24193,CRV,728303,Coast Distribution System Inc
24951,CMRO,22252,Comarco Inc
25452,JCS,22701,Multiple Result Found
26084,CTG,23111,Multiple Result Found
26463,CTWS,276209,Connecticut Water Service Inc / Ct
26649,ASA,1230869,Asa Gold & Precious Metals Ltd
26650,CTO,23795,Consolidated Tomoka Land Co
26657,GAP,43300,Great Atlantic & Pacific Tea Co Inc
27167,ANIX,715446,Anixa Biosciences Inc
27204,OHGI,225211,Biocontrol Technology Inc
27254,STL,93451,Multiple Result Found
27474,CRRC,25212,Courier Corp
27617,MAYS,54187,Mays J W Inc
27618,CRD,25475,Crawford & Co
27677,CRED,277924,Credo Petroleum Corp
27909,CULP,723603,Culp Inc
28118,NC,789933,Nacco Industries Inc
28223,GLRP,354567,Glen Rose Petroleum Corp
28629,DAIO,351998,Data I/O Corp
29014,AIP,5337,Hadera Paper Ltd
29050,DWSN,799165,Multiple Result Found
29058,DXR,27367,Daxor Corp
29103,VIEW,1519380,"Viewtran Group, Inc."
29285,DGAS,277375,Delta Natural Gas Co Inc
29787,DCAI,201653,Dialysis Corp Of America
29867,PYX,842699,Playtex Products Inc
30402,CAS,18172,Castle A M & Co
30437,CET,18748,Central Securities Corp
30509,CVR,19871,Chicago Rivet & Machine Co
30593,ESCR,29834,Escalera Resources Co.
30761,LCRD,30140,Drexler Technology Corp
30840,CUO,24104,Continental Materials Corp
31051,DYNT,720875,Dynatronics Corp
31070,DRCO,30822,Dynamics Research Corp
31078,COBR,30828,Cobra Electronics Corp
31238,EMCI,356130,Emc Insurance Group Inc
31480,EML,31107,Multiple Result Found
31668,EDUC,31667,Educational Development Corp
31691,ESP,33533,Espey Manufacturing & Electronics Corp
32046,ELRC,32166,Electro Rent Corp
32062,ELSE,351789,Multiple Result Found
32110,ELMG,32198,Ems Technologies Inc
32299,GV,42316,Goldfield Corp
32548,SORL,714284,Sorl Auto Parts Inc
32636,ENER,32878,Energy Conversion Devices Inc
32687,FPP,316736,Multiple Result Found
32934,HUB,48898,Hubbell Inc
33136,IEHC,50292,Ieh Corporation
33137,ENZN,727510,Enzon Pharmaceuticals Inc
33209,ENZ,316253,Enzo Biochem Inc
33398,NGA,55805,Kinark Corp
33532,ESCA,33488,Escalade Inc
33690,CNVR,1125536,Convera Corp
33770,KINS,33992,"Kingstone Companies, Inc."
33823,BOOM,34067,Dmc Global Inc.
33849,LGL,61004,Lgl Group Inc
33937,MAM,1222497,Maine & Maritimes Corp
34367,FARM,34563,Farmer Brothers Co
34497,NPK,80172,National Presto Industries Inc
34666,CLBS,320017,"Caladrius Biosciences, Inc."
34818,SGK,719164,Schawk Inc
34936,NTIP,1065078,Network 1 Technologies Inc
35107,PKE,76267,Park Electrochemical Corp
35502,POW,801166,Power Corp Of Canada /Fi
35503,FFCH,787075,First Financial Holdings Inc /De/
35561,PDL,731245,Presidential Realty Corp/De/
35705,VPF,85608,Valpey Fisher Corp
36768,FLXS,37472,Flexsteel Industries Inc
37058,FLOW,713002,Flow International Corp
37154,FONR,355019,Fonar Corp
37217,LDR,825410,Landauer Inc
37381,FORD,38264,Forward Industries Inc
37399,TOD,98537,Todd Shipyards Corp
37402,FSTR,352825,Foster L B Co
37460,TLX,99106,Trans Lux Corp
37832,FFEX,39273,Frozen Food Express Industries Inc
38033,WEYS,106532,Weyco Group Inc
38172,WOC,107454,Wilshire Enterprises Inc
38746,AXR,6207,Multiple Result Found
38755,GEOI,41023,Georesources Inc
38790,GOK,314606,Geokinetics Inc
39029,GIGA,719274,Giga Tronics Inc
39256,GRZ,1072725,Gold Reserve Inc
39328,GLDC,42228,Golden Enterprises Inc
39482,ABL,4611,American Biltrite Inc
39731,GTN,43196,Gray Television Inc
39757,WEDC,13606,White Electronic Designs Corp
39766,FRGB,356708,First Regional Bancorp
40468,GYRO,1589061,"Gyrodyne, Llc"
40970,HKN,313478,"Hkn, Inc."
41188,AMOT,46129,Allied Motion Technologies Inc
41217,HVT,216085,Haverty Furniture Companies Inc
41241,HWKN,46250,Multiple Result Found
41276,HAYW,1023907,Hayward Industries Inc
41320,SLI,89270,Sl Industries Inc
41574,IIN,88790,Intricon Corp
41663,HRLY,47035,Herley Industries Inc /New
42067,FRM,54441,Furmanite Corp
42219,TSTY,96412,Tasty Baking Co
42358,BRN,10048,Barnwell Industries Inc
42455,HH,741815,Hooper Holmes Inc
18048,KLXE,1738827,"Klx Energy Services Holdings, Inc."
42922,HURC,315374,Hurco Companies Inc
43095,HYDI,704432,Hydromer Inc
43290,CYPB,716054,Cypress Bioscience Inc
43334,SYNL,95953,Synalloy Corp
43617,AMIC,97196,American Independence Corp
43634,TLGT,1047021,Teligent Inc
43837,IHC,701869,Independence Holding Co
44230,PFIN,75340,P&F Industries Inc
44513,PULS,96763,Pulse Electronics Corp
44813,CVM,725363,Cel Sci Corp
45373,IRIS,319240,Iris International Inc
45437,ISH,278041,International Shipholding Corp
45560,INPH,728249,Interphase Corp
45655,CDI,18396,Cdi Corp
17890,LFAC,1721386,Lf Capital Acquisition Corp.
46042,ISRL,719209,Isramco Inc
46181,EPHC,351903,Epoch Holding Corp
46340,SFE,86115,Multiple Result Found
46834,JOB,40570,Gee Group Inc.
46907,ANTP,724267,Phazar Corp
46923,PNRG,56868,Primeenergy Corp
46931,KTII,20,K Tron International Inc
46950,KV,1236271,K V Pharmaceutical Co
