permno,ticker,cik,business_name
14319,OXFD,1586049,Oxford Immunotec Global Plc
14324,ROIQ,1581607,Roi Acquisition Corp. Ii
14336,UUUU,1385849,Energy Fuels Inc
14339,LIQT,1307579,Liqtech International Inc
14352,KIN,1561743,"Kindred Biosciences, Inc."
14353,PANL,1606909,Pangaea Logistics Solutions Ltd.
14355,RIBT,1063537,Ricebran Technologies
14356,TLOG,1361248,Tetralogic Pharmaceuticals Corp
14358,TRCH,1431959,Torchlight Energy Resources Inc
14378,CRCM,1412270,Care.Com Inc
14380,CELP,1587246,"Cypress Energy Partners, L.P."
14400,NWHM,1574596,New Home Co Inc.
14416,HELI,1586300,Chc Group Ltd.
14418,ACSF,1581934,"American Capital Senior Floating, Ltd."
14419,AKER,1321834,Akers Biosciences Inc
14420,ALQA,1054274,"Alliqua Biomedical, Inc."
14421,ABIL,1652866,Ability Inc.
14422,CARA,1346830,Cara Therapeutics Inc
14423,EIGR,1454815,Eiger Biopharmaceuticals Inc
14424,AKTX,1541157,Akari Therapeutics Plc
14425,CWAY,1585023,"Coastway Bancorp, Inc."
14431,GLYC,1253689,Glycomimetics Inc
14433,TACO,1585583,Levy Acquisition Corp
14435,NVFY,1473334,"Nova Lifestyle, Inc."
14441,SHSP,1506439,"Sharpspring, Inc."
14442,TRVN,1429560,Trevena Inc
14444,SINT,1269026,"Sintx Technologies, Inc."
14447,ARGS,1105533,Argos Therapeutics Inc
14449,BIOC,1044378,Biocept Inc
14450,CMFN,1578348,Cm Finance Inc
14451,CNCE,1367920,Concert Pharmaceuticals Inc
14452,SESN,1485003,"Sesen Bio, Inc."
14455,EGLT,1586105,Egalet Corp
14458,GNCA,1457612,Genocea Biosciences Inc
14461,SNSTA,91741,Sonesta International Hotels Corp
14463,LMNS,1004945,Lumenis Ltd
14465,NRX,1338095,Nephrogenex Inc
14468,PHIO,1533040,Phio Pharmaceuticals Corp.
14469,SMLR,1554859,"Semler Scientific, Inc."
14470,SZMK,1591877,Sizmek Inc.
14495,ATEN,1580808,"A10 Networks, Inc."
14497,ATNM,1328440,Actinium Pharmaceuticals Inc
14498,HIVE,1372414,Aerohive Networks Inc
14499,AMBR,1314223,"Amber Road, Inc."
14500,BRG,1442626,"Bluerock Enhanced Multifamily Trust, Inc."
14502,CSLT,1433714,"Castlight Health, Inc."
14506,EVDY,1358483,"Everyday Health, Inc."
14522,TPVG,1580345,Triplepoint Venture Growth Bdc Corp.
14523,XXII,1347858,"22Nd Century Group, Inc."
14528,AGTC,1273636,Applied Genetic Technologies Corp
14531,AKBA,1517022,"Akebia Therapeutics, Inc."
14532,AMRK,1591588,"A-Mark Precious Metals, Inc."
14535,AQXP,1404645,Aquinox Pharmaceuticals Inc
14536,BPTH,1133818,Ogden Golf Co Corp
14537,BRDR,1277141,"Borderfree, Inc."
14538,PLXP,1291520,Plx Pharma Inc
14540,GLMD,1595353,Galmed Pharmaceuticals Ltd.
14543,BLBD,1589526,Multiple Result Found
14545,LPCN,1535955,Multiple Result Found
14546,MDWD,1593984,Mediwound Ltd.
14548,PFIE,1289636,Profire Energy Inc
14550,REPH,1588972,"Recro Pharma, Inc."
14551,PULM,1295524,Pulmatrix Inc
14553,SQBK,1329799,Square 1 Financial Inc
14692,CBDE,1539042,Cbd Energy Ltd
14556,WATT,1575793,Energous Corp
14559,CIO,1593222,"City Office Reit, Inc."
14566,FPI,1591670,Farmland Partners Inc.
14572,LEJU,1596856,Leju Holdings Ltd
14580,RUBI,1595974,"Rubicon Project, Inc."
14588,ZOES,1594879,"Zoe'S Kitchen, Inc."
14590,AGFS,1592016,"Agrofresh Solutions, Inc."
14591,DARE,1701808,"Dare Bioscience, Inc."
14594,CORI,1594337,"Corium International, Inc."
14595,EVAR,1597426,"Lombard Medical, Inc."
14599,HNNA,1145255,Hennessy Advisors Inc
14604,PFIS,1056943,Multiple Result Found
14607,PIH,1591890,"1347 Property Insurance Holdings, Inc."
14609,SPWH,1132105,Sportsmans Warehouse Holdings Inc
14610,INPX,1529113,Multiple Result Found
14611,TEDU,1592560,"Tarena International, Inc."
14612,TRIV,1432732,"Trivascular Technologies, Inc."
14615,VTL,1280776,Vital Therapies Inc
14618,CMCM,1597835,Cheetah Mobile Inc.
14625,HRTG,1598665,"Heritage Insurance Holdings, Llc"
14630,JMEI,1597680,Jumei International Holding Ltd
14636,SDPI,1600422,"Superior Drilling Products, Inc."
14644,ABDC,1578620,Multiple Result Found
14645,AGRX,1261249,Agile Therapeutics Inc
14647,ALDX,1341235,"Aldeyra Therapeutics, Inc."
14650,BWFG,1505732,"Bankwell Financial Group, Inc."
14653,FMBH,700565,First Mid Illinois Bancshares Inc
14654,FRSH,1592379,"Papa Murphy'S Holdings, Inc."
14660,NVCN,1399708,Neovasc Inc
14661,OXBR,1584831,Oxbridge Re Holdings Ltd
14663,QRHC,1442236,Quest Resource Holding Corp
14666,QTNT,1596946,Quotient Ltd
14667,RESN,1579910,Resonant Inc
14668,SCYX,1178253,Scynexis Inc
75432,CEC,813920,Cec Entertainment Inc
14675,TGEN,1537435,Multiple Result Found
14676,TOUR,1597095,Tuniu Corp
14689,AMTX,738214,Marwich Ii Ltd
14690,ARDX,1437402,"Ardelyx, Inc."
14691,CBAY,1042074,"Cymabay Therapeutics, Inc."
13824,CISAA,1543268,Cis Acquisition Ltd.
14693,CBMG,1378624,"Cellular Biomedicine Group, Inc."
14697,MOBL,1470099,"Mobileiron, Inc."
14698,MOKO,1496371,Moko.Mobi Ltd
14705,MTLS,1091223,Materialise Nv
14706,PARN,1603429,Parnell Pharmaceuticals Holdings Pty Ltd
14708,MGEN,67383,Multiple Result Found
14710,XNET,1510593,Xunlei Ltd
14715,ASPN,1145986,Aspen Aerogels Inc
14717,DAKP,1367311,"Dakota Plains Holdings, Inc."
14720,UAVS,8504,Multiple Result Found
14722,GGZ,1585855,Gabelli Global Small & Mid Cap Value Trust
14723,IMPR,1328015,Imprivata Inc
14735,PSG,1514242,Performance Sports Group Ltd.
14751,VRTV,1599489,Veritiv Corp
14753,ZPIN,1378564,Zhaopin Ltd
14754,TCPI,1545391,Tcp International Holdings Ltd.
14756,NAO,1597659,Nordic American Offshore Ltd.
14761,TREC,7039,Trecora Resources
14774,PFNX,1478121,Pfenex Inc.
14778,TSQ,1499832,"Townsquare Media, Llc"
14781,TPCO,1593195,Tribune Publishing Co
14783,WLKP,1604665,Westlake Chemical Partners Lp
14784,PGN,1594590,Paragon Offshore Plc
14791,ANY,1591956,Sphere 3D Corp
14792,BHBK,1601545,"Blue Hills Bancorp, Inc."
14798,CFA,1547580,Victory Portfolios Ii
14801,GBIM,1245104,Globeimmune Inc
14802,GGAC,1603969,Garnero Group Acquisition Co
14805,IMDZ,1437786,Multiple Result Found
14806,INNL,1660484,Innocoll Holdings Plc
14807,IRMD,1325618,Iradimed Corp
14810,ISTR,1602658,Investar Holding Corp
14813,MARA,1507605,"Marathon Patent Group, Inc."
14814,MCUR,1606012,Macrocure Ltd.
14815,MRNS,1267813,Marinus Pharmaceuticals Inc
14818,MTBC,1582982,"Medical Transcription Billing, Corp"
14820,MYOS,1402479,Myos Rens Technology Inc.
14821,NAME,1589094,"Rightside Group, Ltd."
14822,NERV,1598646,"Minerva Neurosciences, Inc."
14823,OCUL,1393434,"Ocular Therapeutix, Inc"
14826,ORPN,1596812,Bioblast Pharma Ltd.
14827,ROKA,1472343,"Sorrento Tech, Inc."
14829,SBCP,1599891,"Sunshine Bancorp, Inc."
14830,SPKE,1606268,"Spark Energy, Inc."
14834,TUBE,1449278,Tubemogul Inc
14835,VBLX,1603207,Vascular Biogenics Ltd.
14849,BNK,1609132,"C1 Financial, Inc."
14852,ICD,1537028,"Independence Contract Drilling, Inc."
14855,RYI,1481582,Ryerson Holding Corp
14857,HMLP,1603016,Hoegh Lng Partners Lp
14858,VTTI,1605725,Vtti Energy Partners Lp
14861,BBLU,1422109,Cherry Tankers Inc
14862,CLRB,1279704,"Cellectar Biosciences, Inc."
14863,CSF,1547580,Victory Portfolios Ii
14864,DSKY,1600527,Idreamsky Technology Ltd
14865,EARS,1601936,Auris Medical Holding Ag
14868,ARDNA,225051,Multiple Result Found
14870,GNBC,1387829,Green Bancorp Inc
14873,LTRPB,1606745,"Liberty Tripadvisor Holdings, Inc."
14874,OTIC,1493566,"Otonomy, Inc."
14877,LMB,1606163,"Limbach Holdings, Inc."
14878,TRTL,1608298,Terrapin 3 Acquisition Corp
14879,TTOO,1492674,"T2 Biosystems, Inc."
14880,WGBS,1368993,"La Burbuja Cafe, Inc."
14884,VEC,1601548,"Vectrus, Inc."
14908,MDLY,1611110,Medley Management Inc.
14923,AFMD,1608390,Affimed Therapeutics B.V.
14924,AUPH,1600620,Aurinia Pharmaceuticals Inc.
14925,BCLI,1137883,Multiple Result Found
14927,CFRX,1478069,Contrafect Corp
14929,FOMX,1606645,Foamix Pharmaceuticals Ltd.
14930,GWGH,1522690,"Gwg Holdings, Inc."
14932,MBCN,836147,Middlefield Banc Corp
14934,NXTD,1566826,"Nxt-Id, Inc."
14935,PRQR,1612940,Proqr Therapeutics B.V.
14936,RWLK,1607962,Rewalk Robotics Ltd.
14937,NVUS,1404281,"Novus Therapeutics, Inc."
14938,VTAE,1157602,Vitae Pharmaceuticals Inc
14942,KE,1606757,"Kimball Electronics, Inc."
14943,CBFV,1605301,"Cb Financial Services, Inc."
14945,AAC,1606180,"Aac Holdings, Inc."
14950,AST,1572552,"Asterias Biotherapeutics, Inc."
14951,BGSF,1474903,"Bg Staffing, Inc."
14952,BST,1616678,Blackrock Science & Technology Trust
14953,BOOT,1610250,"Boot Barn Holdings, Inc."
14959,ECC,1604174,Eagle Point Credit Co Inc.
14972,JPEP,1523404,Jp Energy Partners Lp
14973,KIQ,1161814,Multiple Result Found
14976,OSGB,75208,Overseas Shipholding Group Inc
14981,USDP,1610682,Usd Partners Lp
14990,ABCW,885322,Anchor Bancorp Wisconsin Inc
14992,AXAR,1615892,Axar Acquisition Corp.
14993,AXPW,1028153,"Axion Power International, Inc."
14994,CLDC,1611852,China Lending Corp
14995,CALA,1496671,"Calithera Biosciences, Inc."
14996,CIZ,1547580,Victory Portfolios Ii
15006,ENFC,1522327,Entegra Financial Corp.
15008,FSAM,1611988,Fifth Street Asset Management Inc.
15009,FWP,1712786,Forward Pharma A/S / Adr
15010,GBSN,1512138,"Great Basin Scientific, Inc."
15011,MELR,1600890,"Melrose Bancorp, Inc."
15013,MOLG,1604929,"Mol Global, Inc."
15015,PRTO,1359931,Proteon Therapeutics Inc
15016,SIEN,1551693,"Sientra, Inc."
15020,VBLT,1603207,Vascular Biogenics Ltd.
15022,VBTX,1501570,"Veritex Holdings, Inc."
15024,YDLE,1161315,Yodlee Inc
15028,AINC,1604738,Multiple Result Found
15033,EHIC,1517492,Ehi Car Services Ltd
15045,NEFF,1617667,Multiple Result Found
15055,NAP,1617049,Navios Maritime Midstream Partners Lp
15056,ADMA,1368514,"Adma Biologics, Inc."
15057,APDN,744452,Applied Dna Sciences Inc
15058,SLNO,1484565,Soleno Therapeutics Inc
15061,CPHR,1358575,Cipher Pharmaceuticals Inc
15062,EYES,1266806,Second Sight Medical Products Inc
15064,FFWM,1413837,First Foundation Inc.
15068,HABT,1280829,Habit Restaurants Inc
15070,AROW,717538,Arrow Financial Corp
15072,JYNT,1612630,Joint Corp
15075,EVFM,1618835,"Neothetics, Inc."
15080,SKIS,1517401,Peak Resorts Inc
15082,SKYS,1594124,Sky Power Holdings Ltd.
15083,SNC,1610793,"State National Companies, Inc."
15087,UPLD,1505155,"Upland Software, Inc."
15089,XENE,1582313,Xenon Pharmaceuticals Inc.
15090,SSRG,1616101,Symmetry Surgical Inc.
15099,JRJR,1403085,"Jrjr33, Inc."
15125,BLCM,1358403,Bellicum Pharmaceuticals Inc
15126,CNXR,1211759,Connecture Inc
15127,CTSO,1175151,Cytosorbents Corp
15129,INSE,1615063,"Inspired Entertainment, Inc."
15132,HSGX,1372299,Histogenics Corp
15137,TRIL,1616212,Trillium Therapeutics Inc.
15140,LMRK,1615346,Landmark Infrastructure Partners Lp
15141,GULTU,1565146,Gulf Coast Ultra Deep Royalty Trust
15144,PATI,1616741,"New Patriot Transportation Holding, Inc."
15164,PN,1619917,"Patriot National, Inc."
15172,AVGR,1506928,Avinger Inc
15175,OACQ,1619551,Origo Acquisition Corp
15176,ENTL,1374128,Entellus Medical Inc
15177,FLKS,1615219,"Flex Pharma, Inc."
15178,FNWB,1556727,First Northwest Bancorp
15180,ICBK,1470205,"County Bancorp, Inc."
15181,LENS,1591096,Presbia Plc
15184,TCON,1394319,Tracon Pharmaceuticals Inc
15186,VUZI,1463972,Vuzix Corp
15187,ZSAN,1587221,Zosano Pharma Corp
15188,ATLS,1623595,"Atlas Energy Group, Llc"
15196,AJX,1614806,Great Ajax Corp.
15203,ARTW,7623,Arts Way Manufacturing Co Inc
15215,VNRX,93314,Volitionrx Ltd
15217,AVNU,1616297,"Avenue Financial Holdings, Inc."
15218,BLPH,1600132,Bellerophon Therapeutics Llc
15219,CTRV,1583771,"Contravir Pharmaceuticals, Inc."
15223,MDVX,1591165,Medovex Corp.
15224,NVET,1618561,Nexvet Biopharma Plc
15225,OCAT,1140098,"Ocata Therapeutics, Inc."
15226,PDVW,1304492,"Pdvwireless, Inc."
15228,JMG,1622893,"Journal Media Group, Inc."
15242,FSB,1407067,Franklin Financial Network Inc.
15254,ENSV,319458,Enservco Corp
15259,JCAP,1622353,"Jernigan Capital, Inc."
15263,MXPT,1611231,"Maxpoint Interactive, Inc."
15266,BHAC,1622175,Barington/Hilco Acquisition Corp.
15268,CHEK,1610590,Check-Cap Ltd
15269,CLLS,1627281,Cellectis S.A.
15270,NCOM,1609951,National Commerce Corp
15273,SUNW,1172631,"Sunworks, Inc."
15274,SMMT,1599298,Summit Therapeutics Plc
15276,STDY,1619087,Steadymed Ltd.
15277,TANH,1588084,Tantech Holdings Ltd
15278,PZG,1629210,Paramount Gold Nevada Corp.
15280,AAPC,1630940,Atlantic Alliance Partnership Corp.
15283,APIC,1324772,Apigee Corp
15285,KALV,1348911,Carbylan Biosurgery Inc
15286,CDTX,1610618,"Cidara Therapeutics, Inc."
15287,CRBP,1595097,"Corbus Pharmaceuticals Holdings, Inc."
15290,ESES,1135657,Vision Global Solutions Inc
15292,CCN,1614818,Cardconnect Corp.
15294,KMPH,1434647,Kempharm Inc
15295,KRNT,1625791,Kornit Digital Ltd.
15297,NVIV,1292519,"Design Source, Inc."
15298,RELY,38984,"Real Industry, Inc."
15304,JMU,1527762,Wowo Ltd
15305,XBIT,1626878,Xbiotech Inc.
15313,EVA,1592057,"Enviva Partners, Lp"
15324,HLTH,1409916,Nobilis Health Corp.
15343,CHCT,1631569,Community Healthcare Trust Inc
15344,CVRS,1528557,"Corindus Vascular Robotics, Inc."
15362,ARWA,1622577,Arowana Inc.
15364,BVXV,1611747,Biondvax Pharmaceuticals Ltd.
15367,CDRB,1613011,Code Rebel Corp
15370,CLCD,1348649,Multiple Result Found
15371,COLL,1267565,Collegium Pharmaceutical Inc
15372,FENX,1615153,"Fenix Parts, Inc."
15374,HTGM,1169987,Htg Molecular Diagnostics Inc
15375,JAGX,1585608,"Jaguar Health, Inc."
15378,LIFE,1339970,Atyr Pharma Inc
15379,MDGS,1618500,Medigus Ltd.
15381,OPGN,1293818,Opgen Inc
15382,RKDA,1469443,"Arcadia Biosciences, Inc."
15383,STKS,1399520,Plastron Acquisition Corp Ii
15386,TIL,1625584,Till Capital Ltd.
15394,MJCO,1626853,Multiple Result Found
15399,HZN,1637655,Horizon Global Corp
15407,SPNE,1637761,Seaspine Holdings Corp
15412,BITI,1579695,Biotie Therapies Corp.
15415,CAFD,1635581,8Point3 Energy Partners Lp
15416,CATB,1454789,Catabasis Pharmaceuticals Inc
15417,CETX,1435064,Cemtrex Inc
15419,CYAD,1637890,Celyad S.A.
15420,CYNA,1532079,Cynapsus Therapeutics Inc.
15423,DELT,1543268,Delta Technology Holdings Ltd
15424,DHXM,1490186,Dhx Media Ltd.
15425,DTEA,1627606,Davidstea Inc.
15426,FOGO,1627487,"Fogo De Chao, Inc."
15427,GPP,1635650,Green Plains Partners Lp
15428,IVTY,1393020,"Invuity, Inc."
15429,LNTH,1521036,"Lantheus Holdings, Inc."
15432,ALPN,1626199,"Nivalis Therapeutics, Inc."
15433,PIRS,1583648,"Pieris Pharmaceuticals, Inc."
15434,PTXP,1617798,"Penntex Midstream Partners, Lp"
15435,PUB,1636286,People'S Utah Bancorp
15436,RTTR,1460702,Ritter Pharmaceuticals Inc
15441,YECO,1607741,Yulong Eco-Materials Ltd
15443,BPMX,1504167,Biopharmx Corp
15451,GI,1623919,"Endochoice Holdings, Inc."
91172,CPII,1279176,"Cpi International, Inc."
15485,XTLY,1322554,Xactly Corp
15489,BNED,1634117,"Barnes & Noble Education, Inc."
15491,AEMD,882291,Aethlon Medical Inc
15493,AQMS,1621832,"Aqua Metals, Inc."
15495,CDL,1547580,Victory Portfolios Ii
15497,CHMA,1339469,Chiasma Inc
15503,CSA,1547580,Victory Portfolios Ii
15504,CSB,1547580,Victory Portfolios Ii
15505,RBNC,1606440,"Reliant Bancorp, Inc."
15506,CYRX,1363903,Cryoport Inc
15507,SRRA,1290149,"Sierra Oncology, Inc."
15508,EPIX,1633932,Essa Pharma Inc.
15509,EQFN,1635626,Multiple Result Found
15510,EYEG,1372514,Eyegate Pharmaceuticals Inc
15514,FCFP,1469134,"First Community Financial Partners, Inc."
15525,RMNI,1415610,Rimini Street Inc
15526,HLG,1596964,Hailiang Education Group Inc.
15530,MCFT,1638290,"Mastercraft Boat Holdings, Inc."
15531,NEOS,1467652,"Neos Therapeutics, Inc."
15537,ALOT,8146,"Astronova, Inc."
15539,PVBC,1635840,Multiple Result Found
15540,RILY,1464790,"Great American Group, Inc."
15542,VTVT,1641489,Vtv Therapeutics Inc.
15543,XELB,1083220,"Xcel Brands, Inc."
15550,CCR,1637558,Consol Coal Resources Lp
15577,JP,1616291,Jupai Investment Group
15580,AAME,8177,Multiple Result Found
15582,OOMA,1327688,Ooma Inc
15590,UFAB,1617669,"Unique Fabricating, Inc."
15597,GNK,1326200,Genco Shipping & Trading Ltd
15631,BNTC,1552795,Benitec Biopharma Ltd/Adr
15634,CID,1547580,Victory Portfolios Ii
15635,CIL,1547580,Victory Portfolios Ii
15636,CNFR,1502292,"Conifer Holdings, Inc."
15637,ELEC,1639669,Electrum Special Acquisition Corp
15639,PRPL,1643953,"Purple Innovation, Inc."
15642,NTEC,1638381,Intec Pharma Ltd.
15644,SITO,1157817,"Sito Mobile, Ltd."
15645,AIPT,1446159,Multiple Result Found
15646,ZYNE,1621443,"Zynerba Pharmaceuticals, Inc."
15648,JAX,1617227,"J. Alexander'S Holdings, Inc."
15651,CSWI,1624794,"Csw Industrials, Inc."
15652,EACQ,1641197,Easterly Acquisition Corp.
15653,GYRO,1589061,"Gyrodyne, Llc"
15654,DSKE,1607849,"Daseke, Inc."
15656,NBRV,1641640,Nabriva Therapeutics Ag
15662,STAF,1499717,Golden Fork Corp
15664,TMSR,1641398,Jm Global Holding Co
15665,CRHM,1461119,Crh Medical Corp
15708,NRE,1646587,Northstar Realty Europe Corp.
15711,AFCO,1474777,American Farmland Co
15775,ACRS,1557746,"Aclaris Therapeutics, Inc."
15776,AVXL,1314052,Anavex Life Sciences Corp.
15780,DMTX,1592288,"Dimension Therapeutics, Inc."
90519,CDY,1303936,Multiple Result Found
15784,EDGE,1472091,"Edge Therapeutics, Inc."
15786,IOTS,1395848,Adesto Technologies Corp
15787,SYBX,1527599,"Mirna Therapeutics, Inc."
15790,OASM,1607245,Oasmia Pharmaceutical Ab
15791,BRQS,1650575,"Borqs Technologies, Inc."
15792,PACE,1644509,Pace Holdings Corp.
15793,PMTS,1641614,Cpi Card Group Inc.
15794,SBBP,1634432,Strongbridge Biopharma Plc
15796,PXS,1640043,Pyxis Tankers Inc.
15802,AC,1642122,"Associated Capital Group, Inc."
15831,AXSM,1579428,"Axsome Therapeutics, Inc."
15832,BLVD,1716586,Boulevard Acquisition Corp Ii Cayman Holding Co
15833,CERC,1534120,Cerecor Inc.
15834,COYN,1383154,"Copsync, Inc."
15841,FORK,1637921,Fuling Global Inc.
15846,KTOV,1614744,Kitov Pharma Ltd.
15847,KURA,1422143,Zeta Acquisition Corp Iii
15848,MESO,1345099,Mesoblast Ltd
15854,SBOT,1474168,Stellar Biotechnologies Inc.
15856,VYGR,1640266,"Voyager Therapeutics, Inc."
15858,XCOM,1122051,Xtera Communications Inc
15860,OSG,75208,Overseas Shipholding Group Inc
15863,OCX,1642380,Oncocyte Corp
15896,YRD,1631761,Yirendai Ltd.
15897,ANDA,1112683,Anda Networks Inc
15898,CCRC,1620664,"China Customer Relations Centers, Inc."
15904,MTP,1643918,Midatech Pharma Plc
15905,NAKD,1383097,Naked Brand Group Inc.
15906,SMBK,1038773,Smartfinancial Inc.
15912,SELF,1031235,"Global Self Storage, Inc."
15914,WKHS,1425287,Workhorse Group Inc.
15943,IZEA,1495231,"Izea Worldwide, Inc."
15950,PTI,1445283,Proteostasis Therapeutics Inc
15955,NVTR,1648893,Nuvectra Corp
15956,AFI,1655075,"Armstrong Flooring, Inc."
15957,CEZ,1547580,Victory Portfolios Ii
15960,CRVS,1626971,"Corvus Pharmaceuticals, Inc."
15961,DRIO,1533998,Dariohealth Corp.
15970,ROSE,1659122,Rosehill Resources Inc.
15971,NNDM,876367,"Nano Dimensions, Inc."
15976,SNDX,1395937,Syndax Pharmaceuticals Inc
15978,VRAY,1597313,Multiple Result Found
15995,SENS,1616543,"Senseonics Holdings, Inc."
77780,CENT,887733,Multiple Result Found
16004,QHC,1650445,Quorum Health Corp
16005,AGLE,1636282,"Aeglea Biotherapeutics, Inc."
16007,CDXC,1386570,Chromadex Corp.
16008,GWRS,1434728,"Global Water Resources, Inc."
16012,JSYN,1634447,Jensyn Acquisition Corp.
16020,SCWX,1468666,Secureworks Corp
16022,YIN,1661125,Yintech Investment Holdings Ltd
16024,ARA,1498068,Multiple Result Found
16030,AVHI,39677,Avatar Holdings Inc
89539,OCCH,1190713,Coca-Cola Hellenic Bottling Co Sa
16895,BBCP,1703956,"Concrete Pumping Holdings, Inc."
91196,ETQ,1345564,Multiple Result Found
16043,VBIV,764195,Levon Resources Ltd
16049,ZDGE,1667313,"Zedge, Inc."
16052,ALJJ,1438731,Alj Regional Holdings Inc
16062,MRUS,1651311,Merus B.V.
16063,MSBI,1466026,"Midland States Bancorp, Inc."
16066,PLSE,1625101,"Pulse Biosciences, Inc."
16067,PZRX,1429386,Phaserx Inc
16069,SBPH,1566373,"Spring Bank Pharmaceuticals, Inc."
16070,VTGN,1408802,Vistagen Therapeutics Inc
16074,EHT,1665817,Eaton Vance High Income 2021 Target Term Trust
16077,SUPV,1517399,Grupo Supervielle S.A.
16083,TPB,1290677,"Turning Point Brands, Inc."
16090,CLSD,1539029,"Clearside Biomedical, Inc."
16097,HONE,1668224,"Harborone Bancorp, Inc."
16099,MBRX,1659617,"Moleculin Biotech, Inc."
16104,OTLK,1649989,"Outlook Therapeutics, Inc."
16106,PBNC,1414374,Paragon Commercial Corp
16108,SELB,1453687,Selecta Biosciences Inc
16111,SYRS,1556263,"Syros Pharmaceuticals, Inc."
16112,VIVE,879682,"Viveve Medical, Inc."
16120,COE,1659494,China Online Education Group
16136,GMRE,1533615,Global Medical Reit Inc.
16144,CHUBK,1665658,"Commercehub, Inc."
16145,SRTS,1494891,"Sensus Healthcare, Llc"
16146,APVO,1671584,Aptevo Therapeutics Inc.
16154,KDMN,1557142,"Kadmon Holdings, Llc"
16160,CHUBA,1665658,"Commercehub, Inc."
16161,APOP,1671502,Multiple Result Found
16164,DMPI,1498382,"Delmar Pharmaceuticals, Inc."
16170,FSBC,867349,Fsb Bancorp Inc
16173,WTRH,1653247,Waitr Holdings Inc.
16174,LONE,1661920,Lonestar Resources Us Inc.
16175,LBCC,1629261,Long Blockchain Corp.
16179,MYSZ,1211805,Topspin Medical Inc
16181,PAVM,1624326,Pavmed Inc.
16183,RNDB,1667161,"Randolph Bancorp, Inc."
16189,WCFB,1667944,"Wcf Bancorp, Inc."
16247,AIRG,1272842,Airgain Inc
16249,PRSN,320174,Perseon Corp
16250,ATOM,1420520,Atomera Inc
16252,EKSO,1549084,"Ekso Bionics Holdings, Inc."
16255,GEMP,1638287,Gemphire Therapeutics Inc.
16263,PTGX,1377121,Protagonist Therapeutics Inc
16266,RVEN,1487782,"Reven Housing Reit, Inc."
16275,JHB,1647933,Nuveen High Income November 2021 Target Term Fund
16277,DFIN,1669811,"Donnelley Financial Solutions, Inc."
16285,CSTR,1676479,"Capstar Financial Holdings, Inc."
16290,FLGT,1674930,"Fulgent Genetics, Inc."
16298,GSUM,1647338,Gridsum Holding Inc.
16303,NOVN,1467154,"Novan, Inc."
16306,SNDE,1326089,Sundance Energy Australia Ltd
16310,TYHT,1300734,"Shineco, Inc."
16337,OPP,1678130,"Rivernorth/Doubleline Strategic Opportunity Fund,"
16348,IMOS,1123134,Chipmos Technologies Inc
16376,AMMA,1674227,"Alliance Mma, Inc."
16377,AZRX,1604191,"Azurrx Biopharma, Inc."
16378,BCTF,1668340,"Bancorp 34, Inc."
16392,MRAM,1438423,Everspin Technologies Inc
16393,OBLN,1427570,Obalon Therapeutics Inc
16394,OTTW,1675192,Ottawa Bancorp Inc
16397,QTNA,1370702,Quantenna Communications Inc
16398,RARX,1481512,"Ra Pharmaceuticals, Inc."
16399,SRAX,1538217,Social Reality
16400,PHUN,1298824,Digital Ecosystems Corp.
16403,GECC,1675033,Great Elm Capital Corp.
16417,PTVCA,9346,Protective Insurance Corp
16442,MPO,1533924,"Midstates Petroleum Company, Inc."
16448,SD,1349436,Sandridge Energy Inc
16450,WAAS,1422841,Aquaventure Holdings Llc
16452,AZRE,1633438,Azure Power Global Ltd
16454,INSW,1679049,"International Seaways, Inc."
16458,FPAY,1397047,"Flexshopper, Inc."
16463,GNUS,1355848,"Genius Brands International, Inc."
16464,GTYH,1682325,Gty Technology Holdings Inc.
16465,PRTH,1653558,"Priority Technology Holdings, Inc."
16466,MOXC,1516805,Secure Netcheckin Inc
16469,MTFB,1674657,Multiple Result Found
16470,SCAC,1671854,Saban Capital Acquisition Corp.
16471,SND,1529628,"Smart Sand, Inc."
16472,MRKR,1094038,"Marker Therapeutics, Inc."
16473,XBIO,1534525,"Xenetic Biosciences, Inc."
16493,LEXEB,1669600,"Liberty Expedia Holdings, Inc."
16514,FIV,1687081,First Trust Senior Floating Rate 2022 Target Term
16515,IIPR,1677576,Innovative Industrial Properties Inc
16522,ORGO,1661181,Organogenesis Holdings Inc.
16524,HEBT,1603993,"Hebron Technology Co., Ltd"
16525,ICHR,1652535,"Ichor Holdings, Ltd."
16528,POLA,1622345,"Polar Power, Inc."
16530,RTNB,1272550,"Root9B Holdings, Inc."
16532,SNES,1680378,"Senestech, Inc."
16533,SNGX,812796,"Soligenix, Inc."
16534,TIG,1581987,Tigenix Nv
16535,TRVG,1683825,Trivago N.V.
16536,VVPR,1681348,Vivopower International Plc
16537,YTRA,1516899,"Yatra Online, Inc."
16541,AQB,1603978,"Aquabounty Technologies, Inc."
16542,LPTX,1509745,"Leap Therapeutics, Inc."
16545,USAS,1286973,Americas Silver Corp
16568,HUNT,1679450,Hunter Maritime Acquisition Corp.
16569,HVBC,1594555,"Hv Bancorp, Inc."
16570,JNCE,1640455,"Jounce Therapeutics, Inc."
16573,OBSV,1685316,Obseva Sa
16575,AUXO,1011432,Auxilio Inc
16576,BGIO,1691433,Blackrock 2022 Global Income Opportunity Trust
16577,CLPR,1649096,Clipper Realty Inc.
16579,FBM,1688941,"Foundation Building Materials, Inc."
